Дата публикации,Тип публикации,Публикация,Ссылка на публикацию,Дочитывания и просмотры,Показы,Открытия,Время просмотра в минутах,Комментарии,Подписки,Лайки,Стеллы,Суммарный доход,За время просмотра,Прочее,CTR,CR,ER,RPM,year_month,weekday,hour,month,CTR_clean,CR_clean,ER_clean
2025-12-22 11:36:04.304,Статья,Зенит и ЦСКА могут провернуть обмен года,https://dzen.ru/media/id/6358cb994fee997bedba5cec/6948ff36803c4b3efb340b28,129,2191,199,59,0,2,4,0,2.99,2.99,0.0,0.0908261068005477,0.6482412060301508,0.031007751937984496,23.178294573643413,2025-12,Monday,11,12,0.0908261068005477,0.6482412060301508,0.031007751937984496
2025-12-20 10:00:35.796,Статья,Торпедо (Москва) - Карпаты (Львов). 22 апреля 1975 года / Чемпионат СССР,https://dzen.ru/media/id/6358cb994fee997bedba5cec/694562d8f601824824902675,1364,33537,4228,1262,1,5,31,0,62.67,60.82,0.0,0.1260697140471718,0.3226111636707663,0.02346041055718475,45.94574780058651,2025-12,Saturday,10,12,0.1260697140471718,0.3226111636707663,0.02346041055718475
2025-12-18 15:20:05.576,Статья,Локомотив нашел замену Дмитрию Баринову,https://dzen.ru/media/id/6358cb994fee997bedba5cec/6943d96eed51314e35e0f514,1509,67187,3051,855,4,6,13,0,43.0,43.0,0.0,0.045410570497268814,0.4945919370698132,0.01126573889993373,28.495692511597085,2025-12,Thursday,15,12,0.045410570497268814,0.4945919370698132,0.01126573889993373
2025-12-17 11:15:39.740,Статья,Локомотив (Москва) - СКА (Ростов-на-Дону). 20 апреля 1975 года / Высшая Лига СССР,https://dzen.ru/media/id/6358cb994fee997bedba5cec/69425b2a41a09c780944f7ab,5640,367128,15795,7562,13,44,90,0,376.89,369.44,0.0,0.04302314179250834,0.3570750237416904,0.01826241134751773,66.82446808510637,2025-12,Wednesday,11,12,0.04302314179250834,0.3570750237416904,0.01826241134751773
2025-12-09 17:22:13.402,Статья,Локомотив - Динамо. 6 апреля 1975 года / Кубок СССР,https://dzen.ru/media/id/6358cb994fee997bedba5cec/693827a70260c853b69f2c1d,1720,196691,5416,2395,0,14,31,0,119.9,118.23,0.0,0.027535576106685104,0.3175775480059084,0.01802325581395349,69.70930232558139,2025-12,Tuesday,17,12,0.027535576106685104,0.3175775480059084,0.01802325581395349
2025-12-03 17:35:57.696,Статья,Капитан Локомотива перейдет в ЦСКА,https://dzen.ru/media/id/6358cb994fee997bedba5cec/69303288e3bdaf628d59b9c4,476,7773,657,352,0,1,9,0,17.709999999999997,17.63,0.0,0.0845233500578927,0.7245053272450532,0.018907563025210083,37.205882352941174,2025-12,Wednesday,17,12,0.0845233500578927,0.7245053272450532,0.018907563025210083
2025-12-02 16:05:52.922,Статья,Итоги 17 тура РПЛ,https://dzen.ru/media/id/6358cb994fee997bedba5cec/692edca4f44c4449f27b6838,690,30160,1436,793,0,6,9,0,39.830000000000005,39.7,0.0,0.04761273209549072,0.4805013927576602,0.013043478260869565,57.72463768115943,2025-12,Tuesday,16,12,0.04761273209549072,0.4805013927576602,0.013043478260869565
2025-12-01 16:53:16.630,Статья,Торпедо - Кайрат. 3 ноября 1974 года / Первенство Советского Союза,https://dzen.ru/media/id/6358cb994fee997bedba5cec/692d9a497a23d3086a382cac,40,1120,82,64,0,0,6,0,3.21,3.21,0.0,0.07321428571428572,0.4878048780487805,0.15,80.25,2025-12,Monday,16,12,0.07321428571428572,0.4878048780487805,0.15
2025-11-28 17:43:56.493,Статья,Кубок России ушел на зимний перерыв,https://dzen.ru/media/id/6358cb994fee997bedba5cec/6929accc30c9cc17f94e9172,915,14932,1367,1038,14,11,20,0,52.19,51.48,0.0,0.09154835253147603,0.6693489392831017,0.03715846994535519,57.038251366120214,2025-11,Friday,17,11,0.09154835253147603,0.6693489392831017,0.03715846994535519
2025-11-27 13:03:31.849,Статья,Никита Хайкин - один из лучших вратарей Лиги Чемпионов,https://dzen.ru/media/id/6358cb994fee997bedba5cec/69280aa5c796b84cff769ac0,120,4130,177,105,0,0,5,0,5.26,5.17,0.0,0.04285714285714286,0.6779661016949152,0.041666666666666664,43.83333333333333,2025-11,Thursday,13,11,0.04285714285714286,0.6779661016949152,0.041666666666666664
2025-11-26 15:48:06.829,Статья,Торпедо - Зенит. 15 сентября 1974 года / Первенство Советского Союза,https://dzen.ru/media/id/6358cb994fee997bedba5cec/6926eb359fc94374a1965b21,1520,65084,3134,1638,2,7,34,0,82.36,81.51,0.0,0.04815315592157827,0.48500319081046583,0.02368421052631579,54.18421052631579,2025-11,Wednesday,15,11,0.04815315592157827,0.48500319081046583,0.02368421052631579
2025-11-25 11:49:47.354,Статья,Вадим Романов начал в Спартаке с победы,https://dzen.ru/media/id/6358cb994fee997bedba5cec/6922e8e9f9ec2b088d12fdcc,190,15654,292,247,0,2,14,0,12.83,12.72,0.0,0.018653379327967293,0.6506849315068494,0.07368421052631578,67.52631578947368,2025-11,Tuesday,11,11,0.018653379327967293,0.6506849315068494,0.07368421052631578
2025-11-24 14:54:52.446,Статья,Никита Симонян - лучший бомбардир в истории Спартака,https://dzen.ru/media/id/6358cb994fee997bedba5cec/692416ca937b3048dd33e6ea,32,1980,58,28,0,0,4,0,1.43,1.43,0.0,0.029292929292929294,0.5517241379310345,0.125,44.6875,2025-11,Monday,14,11,0.029292929292929294,0.5517241379310345,0.125
2025-11-21 18:03:18.829,Статья,Торпедо (Москва) - Динамо (Тбилиси). 21 августа 1974 года / Первенство Советского Союза,https://dzen.ru/media/id/6358cb994fee997bedba5cec/69207a6eea8b2a2878c5fc92,4837,131237,13036,6008,2,34,59,0,305.21000000000004,298.6,0.0,0.09933174333457791,0.37104940165695,0.012611122596650816,63.099028323340924,2025-11,Friday,18,11,0.09933174333457791,0.37104940165695,0.012611122596650816
2025-11-20 16:08:54.965,Статья,Карпин снова решил сосредоточиться на работе в Сборной России,https://dzen.ru/media/id/6358cb994fee997bedba5cec/691f0571dfd9403f396421a6,17,1621,60,17,2,1,1,0,0.89,0.87,0.0,0.03701418877236274,0.2833333333333333,0.17647058823529413,52.35294117647059,2025-11,Thursday,16,11,0.03701418877236274,0.2833333333333333,0.17647058823529413
2025-11-19 11:45:41.674,Статья,Отбор на Чемпионат Мира почти завершен. Кто еще сохранил шансы на турнир?,https://dzen.ru/media/id/6358cb994fee997bedba5cec/691d7618962f3926dfeaa132,37,1693,60,38,0,0,1,0,1.98,1.98,0.0,0.03544004725339634,0.6166666666666667,0.02702702702702703,53.513513513513516,2025-11,Wednesday,11,11,0.03544004725339634,0.6166666666666667,0.02702702702702703
2025-11-18 13:38:57.766,Статья,Станкович покинул Спартак,https://dzen.ru/media/id/6358cb994fee997bedba5cec/691c343d077a9105eb18109a,1080,25030,1495,1494,0,3,12,0,76.44,76.14,0.0,0.059728326008789454,0.7224080267558528,0.011111111111111112,70.77777777777777,2025-11,Tuesday,13,11,0.059728326008789454,0.7224080267558528,0.011111111111111112
2025-11-17 16:54:31.177,Статья,Локомотив - Крылья Советов. 19 августа 1974 года / СССР Первая лига,https://dzen.ru/media/id/6358cb994fee997bedba5cec/691b1c9addb2393c95bcc520,1387,47578,3792,2046,0,6,31,0,103.86,101.02,0.0,0.07970070200512842,0.3657700421940928,0.022350396539293438,74.88103821196827,2025-11,Monday,16,11,0.07970070200512842,0.3657700421940928,0.022350396539293438
2025-11-11 13:23:52.230,Статья,Локомотив - Звезда. 15 августа 1974 года / Первая лига СССР,https://dzen.ru/media/id/6358cb994fee997bedba5cec/6912ed4ae2da1154763ecf18,1439,56435,2722,2160,2,15,39,0,108.83,105.51,0.0,0.0482324798440684,0.5286554004408524,0.02849200833912439,75.62890896455872,2025-11,Tuesday,13,11,0.0482324798440684,0.5286554004408524,0.02849200833912439
2025-11-05 13:04:18.922,Статья,Спартак ищет главного тренера,https://dzen.ru/media/id/6358cb994fee997bedba5cec/690a696dd3dc1f6da214fa85,555,8037,988,534,2,2,2,0,0.55,0.53,0.0,0.12293144208037825,0.5617408906882592,0.007207207207207207,0.9909909909909911,2025-11,Wednesday,13,11,0.12293144208037825,0.5617408906882592,0.007207207207207207
2025-11-04 10:14:14.350,Статья,Спартак (Москва) - Арарат (Ереван). 13 августа 1974 года / Первенство Советского Союза,https://dzen.ru/media/id/6358cb994fee997bedba5cec/6904c93838145e2b3ef46f84,1684,68725,2435,2113,3,19,31,0,88.32,85.02,0.0,0.03543106584212441,0.6915811088295688,0.020190023752969122,52.44655581947743,2025-11,Tuesday,10,11,0.03543106584212441,0.6915811088295688,0.020190023752969122
2025-11-03 11:55:24.705,Статья,Краснодар на классе обыграл Спартак,https://dzen.ru/media/id/6358cb994fee997bedba5cec/69086578ca245860987f9938,1589,99726,2205,1005,13,9,22,0,52.88,52.81,0.0,0.022110582997412913,0.7206349206349206,0.022026431718061675,33.27879169288861,2025-11,Monday,11,11,0.022110582997412913,0.7206349206349206,0.022026431718061675
2025-11-02 11:01:18.906,Статья,Динамо (Киев) - Заря (Варашиловград). 10 августа 1974 года / Финал Кубка СССР,https://dzen.ru/media/id/6358cb994fee997bedba5cec/69047ecb123bca62f4115cb9,3851,152693,7365,3836,10,17,44,0,194.34,190.79,0.0,0.048234038233579794,0.5228784792939579,0.014022331861854065,50.46481433393923,2025-11,Sunday,11,11,0.048234038233579794,0.5228784792939579,0.014022331861854065
2025-10-31 11:15:32.715,Статья,Торпедо (Москва) - Днепр (Днепропетровск). 7 августа 1974 года / Первенство Советского Союза,https://dzen.ru/media/id/6358cb994fee997bedba5cec/69046aa1216cad31082c798c,865,129538,1986,892,0,7,14,0,44.31,43.88,0.0,0.015331408544210966,0.43554884189325277,0.016184971098265895,51.225433526011564,2025-10,Friday,11,10,0.015331408544210966,0.43554884189325277,0.016184971098265895
2025-10-29 11:40:35.865,Статья,Спартак (Москва) - Пахтакор (Ташкент). 26 июля 1974 года / Первенство советского союза,https://dzen.ru/media/id/6358cb994fee997bedba5cec/6901c9ef6c1a137a0782cd3d,7247,507716,13934,7635,8,33,75,0,359.12,355.47,0.0,0.027444476833505347,0.5200947323094589,0.0114530150407065,49.55429833034359,2025-10,Wednesday,11,10,0.027444476833505347,0.5200947323094589,0.0114530150407065
2025-10-26 10:27:27.273,Статья,Спартак (Москва) - Днепр (Днепропетровск). 1 июля 1974 года / Первенство Советского Союза,https://dzen.ru/media/id/6358cb994fee997bedba5cec/68fa18c72661983e0c363da3,2350,314984,4344,2623,2,19,37,0,130.25,129.55,0.0,0.013791176694689255,0.5409760589318601,0.016595744680851062,55.42553191489362,2025-10,Sunday,10,10,0.013791176694689255,0.5409760589318601,0.016595744680851062
2025-10-24 10:27:47.267,Статья,Спартак (Москва) - Торпедо (Москва). 26 июня 1974 года / Первенство Советского Союза,https://dzen.ru/media/id/6358cb994fee997bedba5cec/68fa0a6f247c9d646fadd4d5,1952,134439,3740,2052,0,11,37,0,102.9,102.15,0.0,0.0278193083852156,0.5219251336898396,0.018954918032786885,52.715163934426236,2025-10,Friday,10,10,0.0278193083852156,0.5219251336898396,0.018954918032786885
2025-10-22 11:32:28.143,Статья,ЦСКА (Москва) - Динамо (Киев). 25 июня 1974 года / Первенство Советского Союза,https://dzen.ru/media/id/6358cb994fee997bedba5cec/68f88a636539c44524eb91d9,7750,231009,23048,8647,7,36,94,0,426.92,419.24,0.0,0.09977100459289465,0.336254772648386,0.013032258064516128,55.08645161290323,2025-10,Wednesday,11,10,0.09977100459289465,0.336254772648386,0.013032258064516128
2025-10-20 10:40:58.634,Статья,Торпедо - Шахтёр. 11 июня 1974 года / Первенство Советского Союза,https://dzen.ru/media/id/6358cb994fee997bedba5cec/68f5e0f22fcfb25379f1e098,1192,127453,2184,1256,5,11,14,0,63.12,62.57,0.0,0.017135728464610485,0.5457875457875457,0.015939597315436243,52.95302013422819,2025-10,Monday,10,10,0.017135728464610485,0.5457875457875457,0.015939597315436243
2025-10-18 10:00:46.113,Статья,Торпедо - Карпаты. 9 мая 1974 года / Первенство Советского Союза,https://dzen.ru/media/id/6358cb994fee997bedba5cec/68f1f6ebeaf77e0d539c21e4,3654,257255,7009,3547,4,16,61,0,168.35999999999999,166.29,0.0,0.02724534022662339,0.5213297189328007,0.01778872468527641,46.07553366174055,2025-10,Saturday,10,10,0.02724534022662339,0.5213297189328007,0.01778872468527641
2025-10-16 12:17:48.524,Статья,СССР - Швеция. 5 августа 1973 года / История футбола,https://dzen.ru/media/id/6358cb994fee997bedba5cec/68f0a66922afbe06795f3d5e,1393,160242,3136,1474,4,15,25,0,73.32000000000001,72.76,0.0,0.01957039977034735,0.44419642857142855,0.0208183776022972,52.6346015793252,2025-10,Thursday,12,10,0.01957039977034735,0.44419642857142855,0.0208183776022972
2025-10-06 17:44:27.932,Статья,В Спартаке начались перестановки,https://dzen.ru/media/id/6358cb994fee997bedba5cec/68e3d53f2b09b64fdd11a13b,12297,137056,16141,9733,35,41,86,0,489.29,485.43,0.0,0.11776937893999533,0.7618487082584722,0.009839798324794665,39.78937952346101,2025-10,Monday,17,10,0.11776937893999533,0.7618487082584722,0.009839798324794665
2025-09-30 16:28:33.770,Статья,ЦСКА поднялся на первое место / Спартак в трех очках от лидера - РПЛ после 10 туров,https://dzen.ru/media/id/6358cb994fee997bedba5cec/68dbd94b6dc58f0d860a3927,1668,128278,3523,1627,4,9,18,0,82.08999999999999,81.82,0.0,0.02746378958200159,0.47346011921657677,0.013189448441247002,49.214628297362104,2025-09,Tuesday,16,9,0.02746378958200159,0.47346011921657677,0.013189448441247002
2025-09-24 17:59:54.333,Статья,Рубин подписал еще одного свободного агента,https://dzen.ru/media/id/6358cb994fee997bedba5cec/68d40732dcdbc06ff42dce92,595,57696,2575,218,3,3,18,0,11.1,11.08,0.0,0.044630476982806436,0.23106796116504855,0.03529411764705882,18.65546218487395,2025-09,Wednesday,17,9,0.044630476982806436,0.23106796116504855,0.03529411764705882
2025-09-23 13:01:57.289,Статья,"Краснодар проиграл, но не потерял лидерство. Плотность команд в верху турнирной таблицы увеличивается",https://dzen.ru/media/id/6358cb994fee997bedba5cec/68d26e1db979c44aa3cb2004,3383,131362,5964,3205,13,8,36,0,164.77,163.58,0.0,0.0454012575935202,0.5672367538564722,0.014484185634052616,48.70529116169081,2025-09,Tuesday,13,9,0.0454012575935202,0.5672367538564722,0.014484185634052616
2025-09-20 11:33:30.495,Статья,Омоложение состава - Кармо и Попович в ЦСКА / Трансферы РПЛ,https://dzen.ru/media/id/6358cb994fee997bedba5cec/68cd59c89091fc28b6b3cc95,2013,98500,2866,1336,2,10,41,0,67.31,66.8,0.0,0.029096446700507615,0.7023726448011165,0.02136115250869349,33.43765524093393,2025-09,Saturday,11,9,0.029096446700507615,0.7023726448011165,0.02136115250869349
2025-09-19 17:14:17.288,Статья,Станкович близок к увольнению,https://dzen.ru/media/id/6358cb994fee997bedba5cec/68cd63e06feca60ee0289c7a,4926,116526,8546,2887,15,12,42,0,145.26,144.5,0.0,0.07333985548289652,0.5764100163819331,0.011571254567600487,29.488428745432397,2025-09,Friday,17,9,0.07333985548289652,0.5764100163819331,0.011571254567600487
2025-09-19 09:01:38.536,Статья,Новые перспективные легионеры в РПЛ - Трансферы РПЛ,https://dzen.ru/media/id/6358cb994fee997bedba5cec/68cc1c946de220346f4edccc,1804,82296,2831,1158,1,3,29,0,58.33,58.0,0.0,0.034400213862156116,0.6372306605439774,0.01662971175166297,32.33370288248337,2025-09,Friday,9,9,0.034400213862156116,0.6372306605439774,0.01662971175166297
2025-09-18 08:00:31.012,Статья,Севикян вернулся в РПЛ / Новый опорник в Нижнем Новгороде - Трансферы РПЛ,https://dzen.ru/media/id/6358cb994fee997bedba5cec/68cad1c222a723238d6877b9,1488,74518,2102,1094,2,4,6,0,56.0,55.79,0.0,0.028207949757105666,0.7078972407231209,0.005376344086021506,37.634408602150536,2025-09,Thursday,8,9,0.028207949757105666,0.7078972407231209,0.005376344086021506
2025-09-17 10:42:41.651,Статья,"Рубин укрепляет состав, даже после закрытыия трансферного окна - Трансферы РПЛ",https://dzen.ru/media/id/6358cb994fee997bedba5cec/68ca655454d1614dc23dc6ac,3464,112414,5020,2374,8,9,28,0,124.08,122.92,0.0,0.044656359528172644,0.6900398406374502,0.010392609699769052,35.81986143187067,2025-09,Wednesday,10,9,0.044656359528172644,0.6900398406374502,0.010392609699769052
2025-09-15 22:51:46.118,Статья,Камано вернулся в РПЛ / Осинькин подтягивает свои игроков - Трансферы РПЛ,https://dzen.ru/media/id/6358cb994fee997bedba5cec/68c86daf9c2ae93f7b3d8f57,4175,112218,5090,2992,0,7,37,0,159.24,156.9,0.0,0.045358142187527845,0.8202357563850687,0.008862275449101797,38.14131736526946,2025-09,Monday,22,9,0.045358142187527845,0.8202357563850687,0.008862275449101797
2025-09-12 15:24:29.013,Статья,"Игроки, которые покинули РПЛ в последние дни трансферного окна - Трансферы РПЛ",https://dzen.ru/media/id/6358cb994fee997bedba5cec/68c40e75d99d823f51623f2a,10323,153259,11211,7937,2,21,68,0,413.96,399.01,0.0,0.07315067956857346,0.9207920792079208,0.0067809745229100065,40.10074590719752,2025-09,Friday,15,9,0.07315067956857346,0.9207920792079208,0.0067809745229100065
2025-09-10 17:44:19.420,Статья,Спартак купил опытного защитника / Агапов уехал в аренду - Трансферы РПЛ,https://dzen.ru/media/id/6358cb994fee997bedba5cec/68c18de4dd8cb659b26542b9,3283,115181,5223,2249,3,9,38,0,114.66,113.55,0.0,0.045346020611038276,0.6285659582615355,0.012488577520560463,34.92537313432835,2025-09,Wednesday,17,9,0.045346020611038276,0.6285659582615355,0.012488577520560463
2025-09-08 09:00:33.857,Видео,Трансферы РПЛ • Лето 2025 #7 • В Спартаке новый защитник / Пальцев в Краснодаре / Новички Ахмата,https://dzen.ru/media/id/6358cb994fee997bedba5cec/68bdfbb58ccd7573098870b8,3422,242780,1592,0,1,8,20,0,,,,0.006557377049180328,2.149497487437186,0.0061367621274108705,,2025-09,Monday,9,9,0.006557377049180328,,0.0061367621274108705
2025-09-07 09:08:18.521,Статья,Спартак нашел замену Дуарте / из ЦСКА ушел полузащитник - Трансферы РПЛ,https://dzen.ru/media/id/6358cb994fee997bedba5cec/68bcae4aaf9d6c7fe1a55822,9935,238805,15576,7763,11,22,116,0,420.12,415.11,0.0,0.06522476497560771,0.6378402670775553,0.012783090085556115,42.286864620030194,2025-09,Sunday,9,9,0.06522476497560771,0.6378402670775553,0.012783090085556115
2025-09-05 10:52:41.947,Статья,"Краснодар укрепляет защиту / Ахмат подписал ""десятку"" - Трансферы РПЛ",https://dzen.ru/media/id/6358cb994fee997bedba5cec/68ba93d2f942ae06189810e3,2717,95242,4166,1373,0,4,39,0,70.96,70.1,0.0,0.043741206610528965,0.6521843494959193,0.014354066985645933,26.11704085388296,2025-09,Friday,10,9,0.043741206610528965,0.6521843494959193,0.014354066985645933
2025-09-03 18:08:54.867,Статья,В Сочи приехал защитник сборной Сербии / Ахмат подписал нападающего - Трансферы РПЛ,https://dzen.ru/media/id/6358cb994fee997bedba5cec/68b855349e7f3c091481e95f,1658,65559,2278,912,1,8,18,0,45.85,45.04,0.0,0.034747326835369664,0.7278314310798947,0.011459589867310011,27.653799758745475,2025-09,Wednesday,18,9,0.034747326835369664,0.7278314310798947,0.011459589867310011
2025-09-03 09:49:29.274,Статья,Ряд футболистов покинули РПЛ / Трансферы РПЛ,https://dzen.ru/media/id/6358cb994fee997bedba5cec/68b7011fa750802120908305,6224,133742,8152,3542,3,14,51,0,178.04999999999998,174.85,0.0,0.060953178507873365,0.7634936211972522,0.008676092544987147,28.607005141388175,2025-09,Wednesday,9,9,0.060953178507873365,0.7634936211972522,0.008676092544987147
2025-09-02 14:35:25.887,Статья,Спартак продает центрального защитника,https://dzen.ru/media/id/6358cb994fee997bedba5cec/68b6beeb75b77f7398a3fd44,3440,111772,5421,2085,7,13,40,0,104.81,103.77,0.0,0.04850051891350249,0.6345692676627929,0.01366279069767442,30.468023255813954,2025-09,Tuesday,14,9,0.04850051891350249,0.6345692676627929,0.01366279069767442
2025-09-01 16:05:03.239,Статья,Осинькин возвращается к работе в РПЛ / Карпин может покинуть Динамо,https://dzen.ru/media/id/6358cb994fee997bedba5cec/68b5608f8eada37e495e05aa,15990,391827,20484,11799,47,73,96,0,592.7700000000001,579.19,0.0,0.05227817378587999,0.7806092560046866,0.00894308943089431,37.07129455909944,2025-09,Monday,16,9,0.05227817378587999,0.7806092560046866,0.00894308943089431
2025-08-31 10:00:31.226,Статья,Иван Игнатьев возвращается в Россию / Рубин купил защитника у Зенита - Трансферы РПЛ,https://dzen.ru/media/id/6358cb994fee997bedba5cec/68b38b5ff1e9f262a34f84a2,1519,87177,2264,1214,1,5,4,0,61.01,59.72,0.0,0.025970152677885223,0.6709363957597173,0.0032916392363396972,40.164581961816985,2025-08,Sunday,10,8,0.025970152677885223,0.6709363957597173,0.0032916392363396972
2025-08-30 10:00:54.539,Статья,Пруцев в Локомотиве / Два футболиста покинули Зенит - Трансферы РПЛ,https://dzen.ru/media/id/6358cb994fee997bedba5cec/68b1b7df910c7045df22cada,739,34805,943,449,0,1,4,0,22.57,21.63,0.0,0.02709380836086769,0.7836691410392365,0.005412719891745603,30.54127198917456,2025-08,Saturday,10,8,0.02709380836086769,0.7836691410392365,0.005412719891745603
2025-08-29 16:50:08.827,Статья,Анонс 7 тура РПЛ,https://dzen.ru/media/id/6358cb994fee997bedba5cec/68b1afa175b77f739835ca4c,113,77630,925,37,0,3,5,0,1.8,1.8,0.0,0.011915496586371248,0.12216216216216216,0.04424778761061947,15.929203539823009,2025-08,Friday,16,8,0.011915496586371248,0.12216216216216216,0.04424778761061947
2025-08-25 03:41:54.732,Видео,Трансферы РПЛ • Лето 2025 #6 • Миранчук вернулся / Трансферы ЦСКА / Спартак покупает защитников,https://dzen.ru/media/id/6358cb994fee997bedba5cec/68abae458407cf5f38916a4a,308,2468,343,0,0,0,16,0,,,,0.13897893030794164,0.8979591836734694,0.05194805194805195,,2025-08,Monday,3,8,0.13897893030794164,0.8979591836734694,0.05194805194805195
2025-08-22 16:35:26.701,Статья,Антон Миранчук вернулся в Россию / Спартак покупает центрального защитника,https://dzen.ru/media/id/6358cb994fee997bedba5cec/68a8511d1a283d7e344dba36,8,190,11,7,1,0,0,0,0.36,0.33,0.0,0.05789473684210526,0.7272727272727273,0.125,45.0,2025-08,Friday,16,8,0.05789473684210526,0.7272727272727273,0.125
2025-08-20 13:47:24.679,Статья,"Спартак нашел крайнего защитника, а ЦСКА подписал замену Роше / Трансферы РПЛ",https://dzen.ru/media/id/6358cb994fee997bedba5cec/68a5a6f15c17887c5e2bab3a,2,167,3,1,0,0,0,0,0.06,0.03,0.0,0.017964071856287425,0.6666666666666666,0.0,30.0,2025-08,Wednesday,13,8,0.017964071856287425,0.6666666666666666,0.0
2025-08-18 18:23:56.450,Статья,Трансферы ЦСКА - Новый вингер и правый защитник,https://dzen.ru/media/id/6358cb994fee997bedba5cec/68a342ccf621af7c9ec724a5,16,816,51,18,0,0,0,0,0.9,0.9,0.0,0.0625,0.3137254901960784,0.0,56.25,2025-08,Monday,18,8,0.0625,0.3137254901960784,0.0
2025-08-14 15:12:48.816,Статья,Трансферы РПЛ - Один из лидеров покидает ЦСКА / Оренбург усиливается,https://dzen.ru/media/id/6358cb994fee997bedba5cec/689dcc7457f9d71cbb0440bd,5,138,5,6,0,0,0,0,0.32,0.28,0.0,0.036231884057971016,1.0,0.0,64.0,2025-08,Thursday,15,8,0.036231884057971016,1.0,0.0
2025-08-12 14:31:24.063,Статья,Сборная России узнала всех своих соперников до конца года,https://dzen.ru/media/id/6358cb994fee997bedba5cec/6899f4e6872633331e35474c,6,139,16,6,0,0,0,0,0.33,0.33,0.0,0.11510791366906475,0.375,0.0,55.0,2025-08,Tuesday,14,8,0.11510791366906475,0.375,0.0
2025-08-08 18:19:54.530,Статья,Смогут ли эти футболисты реанимировать свою карьеру? Трансферы РПЛ,https://dzen.ru/media/id/6358cb994fee997bedba5cec/689613c94557dd55e561bcb6,7546,68155,36111,2259,12,21,46,0,110.95,109.51,0.0,0.5298364023182451,0.2089667968209133,0.007686191359660748,14.703153988868275,2025-08,Friday,18,8,0.5298364023182451,0.2089667968209133,0.007686191359660748
2025-08-06 16:24:29.313,Статья,ЦСКА снова выгодно продает игроков,https://dzen.ru/media/id/6358cb994fee997bedba5cec/689356d7d7d5dd663b7569c1,17,623,27,14,0,0,0,0,0.7,0.69,0.0,0.04333868378812199,0.6296296296296297,0.0,41.1764705882353,2025-08,Wednesday,16,8,0.04333868378812199,0.6296296296296297,0.0
2025-08-06 10:50:37.760,Статья,Спартак снова теряет очки / плохой старт / о матче Акрон - Спартак / 3 тур РПЛ,https://dzen.ru/media/id/6358cb994fee997bedba5cec/689306452d5b290adbef48b7,0,108,0,0,0,0,0,0,,,,0.0,,,,2025-08,Wednesday,10,8,0.0,,
2025-08-02 20:39:46.659,Статья,Последние трансферы Динамо,https://dzen.ru/media/id/6358cb994fee997bedba5cec/688e4d0d10986c3a79ac6fd7,0,84,0,0,0,0,0,0,,,,0.0,,,,2025-08,Saturday,20,8,0.0,,
2025-07-29 14:35:59.676,Статья,Спартак покупает хорошего полузащитника,https://dzen.ru/media/id/6358cb994fee997bedba5cec/6888afa75db8875f66e24b33,0,86,1,0,0,0,0,0,,,,0.011627906976744186,0.0,,,2025-07,Tuesday,14,7,0.011627906976744186,0.0,
2025-07-25 10:42:30.790,Статья,Трансферы РПЛ - Усиление Краснодара / Волков в Сочи / Сутормин в Крыльях,https://dzen.ru/media/id/6358cb994fee997bedba5cec/68832f573493b64aba5c9e84,1,90,3,2,0,0,0,0,0.07,0.07,0.0,0.03333333333333333,0.3333333333333333,0.0,70.0,2025-07,Friday,10,7,0.03333333333333333,0.3333333333333333,0.0
2025-07-21 18:37:44.775,Статья,Спартак начал с победы,https://dzen.ru/media/id/6358cb994fee997bedba5cec/687e34d663859954ee87f22d,0,80,0,0,0,0,0,0,,,,0.0,,,,2025-07,Monday,18,7,0.0,,
2025-07-19 20:23:40.867,Статья,Стартовый состав Спартака на первый матч РПЛ,https://dzen.ru/media/id/6358cb994fee997bedba5cec/687bd44606a06523c57ad64d,0,73,3,0,0,0,0,0,,,,0.0410958904109589,0.0,,,2025-07,Saturday,20,7,0.0410958904109589,0.0,
2025-07-17 12:37:38.785,Статья,В Спартаке новый десятый номер и новая форма,https://dzen.ru/media/id/6358cb994fee997bedba5cec/6878b3f8626e401ae2d498ce,1,131,16,0,0,0,0,0,,,,0.12213740458015267,0.0625,0.0,,2025-07,Thursday,12,7,0.12213740458015267,0.0625,0.0
2025-07-14 15:43:52.612,Статья,Оренбург не готов к РПЛ,https://dzen.ru/media/id/6358cb994fee997bedba5cec/6874cb75ef09bd32e5e15113,3,176,14,3,0,0,0,0,0.14,0.14,0.0,0.07954545454545454,0.21428571428571427,0.0,46.66666666666667,2025-07,Monday,15,7,0.07954545454545454,0.21428571428571427,0.0
2025-07-10 12:42:33.892,Статья,ФК Сочи укрепляет состав,https://dzen.ru/media/id/6358cb994fee997bedba5cec/686f7c16aecbb66bfd0a811d,2,79,14,0,0,0,0,0,,,,0.17721518987341772,0.14285714285714285,0.0,,2025-07,Thursday,12,7,0.17721518987341772,0.14285714285714285,0.0
2025-07-08 11:52:21.122,Статья,Краснодар покупает одного из лучших ассистентов Чемпионата Франции,https://dzen.ru/media/id/6358cb994fee997bedba5cec/686cd3d3ce53dd0359342da0,1,94,2,2,0,0,0,0,0.1,0.1,0.0,0.02127659574468085,0.5,0.0,100.0,2025-07,Tuesday,11,7,0.02127659574468085,0.5,0.0
